Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
DODGE,'Challenger (MDS)',MID-SIZE,5.7,8.0,A8,X,14.7,9.4,12.3,23.0,289
PORSCHE,BOXSTER,TWO-SEATER,2.0,4.0,AM7,Z,10.5,8.0,9.4,30.0,219
BMW,,COMPACT,2.0,4.0,AS8,D,7.8,5.9,7.0,40.0,184
GMC,Canyon,'PICKUP TRUCK - SMALL',3.6,6.0,A8,X,13.4,9.6,11.7,24.0,273
'ALFA ROMEO',4C,TWO-SEATER,1.8,4.0,AM6,Z,9.7,6.9,8.4,34.0,197
MERCEDES-BENZ,'C 250 COUPE',SUBCOMPACT,1.8,4.0,AS7,Z,11.0,7.4,9.4,30.0,216
FORD,'ESCAPE AWD','SUV - SMALL',2.0,4.0,AS6,X,11.4,8.4,10.0,28.0,236
PORSCHE,'911 CARRERA 4 GTS CABRIOLET',MINICOMPACT,3.8,6.0,AM7,Z,13.1,9.4,11.4,25.0,262
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.0,AS8,Z,20.3,13.0,17.0,17.0,397
VOLVO,'S60 T5 AWD',COMPACT,2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,232
CHEVROLET,TAHOE,'SUV - STANDARD',5.3,8.0,A6,E,20.2,13.6,17.2,16.0,275
JAGUAR,'F-TYPE CONVERTIBLE',TWO-SEATER,3.0,6.0,M6,,14.9,9.8,12.6,22.0,296
PORSCHE,'BOXSTER GTS',TWO-SEATER,3.4,6.0,AM7,Z,10.9,7.7,9.5,30.0,222
NISSAN,Micra,COMPACT,1.6,4.0,A4,X,9.0,,8.0,35.0,188
HYUNDAI,'ELANTRA GT',MID-SIZE,2.0,4.0,M6,X,9.8,6.9,8.5,33.0,196
CHEVROLET,SUBURBAN,,5.3,8.0,A6,,14.9,10.1,12.7,22.0,292
SCION,xD,SUBCOMPACT,1.8,4.0,M5,X,8.6,7.1,7.9,36.0,182
JEEP,'RENEGADE 4X4','SUV - SMALL',2.4,4.0,A9,X,11.2,8.2,9.8,29.0,230
KIA,RIO,COMPACT,1.6,4.0,M6,X,8.7,6.4,7.7,37.0,177
TOYOTA,C-HR,COMPACT,2.0,4.0,AS7,X,8.7,7.5,8.2,34.0,189
FORD,FUSION,,2.5,4.0,AS6,X,10.5,6.9,8.9,32.0,209
RAM,'1500 ECODIESEL','PICKUP TRUCK - STANDARD',3.0,6.0,A8,D,11.8,8.6,10.4,27.0,278
PORSCHE,'Panamera GTS ST',FULL-SIZE,4.0,8.0,AM8,Z,15.7,10.5,13.4,21.0,313
MASERATI,'QUATTROPORTE GTS',FULL-SIZE,3.8,8.0,AS8,Z,17.6,10.7,14.5,19.0,334
AUDI,'A4 ALLROAD QUATTRO','STATION WAGON - SMALL',2.0,4.0,AS8,Z,11.2,8.4,9.9,28.0,228
TOYOTA,'Prius c',COMPACT,1.5,4.0,AV,X,4.9,5.5,5.1,55.0,120
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',2.7,4.0,A4,X,12.2,9.9,11.2,25.0,258
'ASTON MARTIN',RAPIDE,SUBCOMPACT,5.9,12.0,A6,Z,18.0,,15.6,18.0,359
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2.0,4.0,AS7,Z,10.1,7.8,9.0,31.0,207
HONDA,'Civic Sedan Si',MID-SIZE,1.5,4.0,M6,Z,8.9,6.4,7.8,36.0,183
MERCEDES-BENZ,'C 300 4MATIC FFV',COMPACT,3.5,6.0,AS7,,16.4,11.1,14.0,20.0,224
PORSCHE,CAYMAN,TWO-SEATER,2.0,4.0,AM7,Z,10.5,8.0,9.4,30.0,219
KIA,'Sorento AWD','SUV - SMALL',3.3,6.0,AS8,X,12.3,9.5,11.1,25.0,261
FORD,'TAURUS FFV',FULL-SIZE,3.5,6.0,AS6,X,13.1,8.7,11.1,25.0,260
CADILLAC,'XT5 AWD','SUV - SMALL',3.6,6.0,AS8,X,12.8,,11.2,25.0,263
SUBARU,'XV CROSSTREK AWD',,2.0,4.0,AV6,X,9.1,7.0,8.1,35.0,191
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',5.0,8.0,AS6,E,22.1,16.7,19.7,14.0,315
NISSAN,SENTRA,MID-SIZE,1.8,4.0,AV,X,8.1,6.3,7.3,,171
RAM,'1500 4X4 (MDS)','PICKUP TRUCK - STANDARD',5.7,8.0,A6,X,17.7,12.7,15.4,,362
LEXUS,'GX 460','SUV - STANDARD',4.6,8.0,AS6,Z,15.7,11.8,13.9,20.0,320
MITSUBISHI,'Mirage G4',COMPACT,1.2,3.0,M5,X,7.2,5.9,6.6,43.0,153
BMW,'228i COUPE',SUBCOMPACT,2.0,4.0,AS8,Z,10.0,6.5,8.4,34.0,193
MERCEDES-BENZ,'AMG GT S COUPE',TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,12.8,22.0,302
MERCEDES-BENZ,'G 63 AMG','SUV - STANDARD',5.5,8.0,AS7,Z,20.0,16.6,18.5,15.0,426
AUDI,'ALLROAD QUATTRO','STATION WAGON - SMALL',2.0,4.0,AS8,Z,11.8,8.8,10.5,27.0,242
PORSCHE,'911 CARRERA 4S CABRIOLET',,3.0,6.0,M7,Z,12.2,8.5,10.5,27.0,246
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,M5,X,9.9,7.2,8.7,32.0,200
'LAND ROVER','RANGE ROVER V8 5.0 SC FFV','SUV - STANDARD',5.0,8.0,AS8,Z,17.2,12.5,15.1,19.0,347
,'CONTINENTAL GT',COMPACT,6.0,12.0,AS8,,18.9,11.2,15.4,18.0,360
HONDA,'CIVIC COUPE',COMPACT,1.5,,AV,X,7.5,5.9,6.8,42.0,158
NISSAN,VERSA,COMPACT,1.6,4.0,M5,X,8.6,6.5,7.7,37.0,177
CADILLAC,CTS-V,MID-SIZE,6.2,8.0,AS8,Z,16.6,11.1,14.1,20.0,332
LEXUS,'GS 200t',MID-SIZE,2.0,4.0,AS8,Z,10.6,7.2,9.0,31.0,212
JEEP,'RENEGADE FFV','SUV - SMALL',2.4,4.0,A9,E,14.2,9.9,12.2,23.0,195
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,,9.1,6.7,,35.0,187
ACURA,'MDX HYBRID AWD','SUV - SMALL',3.0,6.0,AM7,Z,9.1,9.0,9.0,31.0,210
MERCEDES-BENZ,'METRIS CARGO','SPECIAL PURPOSE VEHICLE',2.0,4.0,A7,Z,11.5,9.8,10.7,,251
MINI,'JOHN COOPER WORKS CLUBMAN',SUBCOMPACT,1.6,4.0,M6,Z,9.1,6.7,8.0,35.0,184
LEXUS,'RX 350 AWD','SUV - SMALL',3.5,6.0,AS8,X,12.2,8.9,10.7,26.0,251
LEXUS,,COMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.1,25.0,258
CHEVROLET,'Camaro SS',SUBCOMPACT,6.2,8.0,M6,Z,14.9,9.9,12.6,22.0,296
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8.0,AS8,Z,15.5,9.2,12.7,22.0,297
VOLVO,'XC60 T5 AWD','SUV - SMALL',2.5,5.0,AS6,X,12.5,9.2,11.0,26.0,254
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.7,7.2,8.6,33.0,200
FORD,ECOSPORT,'SUV - SMALL',1.0,3.0,AS6,X,8.6,8.1,8.4,,195
TOYOTA,Corolla,COMPACT,2.0,4.0,AV10,X,7.6,5.8,6.7,42.0,158
NISSAN,Micra,COMPACT,1.6,4.0,A4,X,9.0,6.8,8.0,35.0,188
GMC,'TERRAIN AWD','SUV - SMALL',3.6,6.0,A6,X,14.9,10.1,12.8,22.0,300
PORSCHE,'911 Carrera 4 GTS',MINICOMPACT,3.0,6.0,M7,Z,12.8,8.9,11.0,26.0,257
GMC,'Sierra WT 4WD','PICKUP TRUCK - STANDARD',2.7,4.0,A8,X,12.7,11.0,12.0,24.0,280
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',3.5,6.0,AS6,X,13.1,10.5,11.9,24.0,280
BMW,'M235i xDRIVE CABRIOLET',SUBCOMPACT,3.0,6.0,AS8,Z,12.0,7.9,10.2,28.0,238
CHRYSLER,300,FULL-SIZE,3.6,6.0,A8,X,12.4,7.8,10.3,,242
MITSUBISHI,'Outlander 4WD','SUV - SMALL',2.4,4.0,AV6,X,9.9,8.1,9.1,31.0,212
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I','SUV - SMALL',2.4,4.0,A9,X,11.3,,10.0,28.0,235
CHEVROLET,'CRUZE LIMITED',MID-SIZE,1.8,4.0,M6,X,9.4,,8.1,35.0,190
,'Yukon 4WD','SUV - STANDARD',6.2,8.0,A10,Z,16.5,10.9,13.9,20.0,327
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8.0,A6,X,15.7,10.5,13.4,21.0,314
PORSCHE,Macan,'SUV - SMALL',2.0,4.0,AM7,Z,12.2,10.2,11.3,25.0,264
MINI,'COOPER ROADSTER',TWO-SEATER,1.6,4.0,AS6,Z,8.6,6.5,7.7,37.0,177
PORSCHE,'Panamera 4 ST',FULL-SIZE,3.0,6.0,AM8,Z,12.2,8.9,10.7,26.0,250
KIA,'SORENTO 4WD','SUV - SMALL',3.3,6.0,A6,X,13.4,9.9,11.8,24.0,271
FIAT,'500 HATCHBACK TURBO',MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36.0,183
TOYOTA,'CAMRY HYBRID XLE/SE',MID-SIZE,2.5,4.0,AV,X,5.7,6.0,5.9,48.0,137
TOYOTA,'HIGHLANDER HYBRID AWD','SUV - STANDARD',3.5,6.0,AV6,X,,8.6,8.3,34.0,191
MERCEDES-BENZ,'METRIS CARGO','SPECIAL PURPOSE VEHICLE',2.0,4.0,A7,Z,11.5,9.8,10.7,26.0,251
NISSAN,'NV200 CARGO VAN','SPECIAL PURPOSE VEHICLE',2.0,,AV,X,10.0,8.5,9.3,30.0,214
MASERATI,'GHIBLI AWD',MID-SIZE,3.0,6.0,AS8,Z,15.2,9.6,12.7,22.0,292
MINI,'John Cooper Works Convertible',MINICOMPACT,2.0,4.0,AS6,Z,9.4,7.2,8.4,34.0,197
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',4.3,6.0,A6,X,13.5,10.0,11.9,24.0,280
DODGE,'CHALLENGER GT AWD FFV',MID-SIZE,3.6,6.0,A8,X,12.8,8.7,11.0,26.0,258
TOYOTA,VENZA,'SUV - SMALL',3.5,6.0,AS6,X,12.5,9.0,10.9,26.0,256
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2.0,4.0,AS7,Z,9.8,7.4,8.7,32.0,200
MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,9.2,7.0,8.2,34.0,189
CADILLAC,'CTS Vsport',MID-SIZE,3.6,6.0,AS8,Z,15.0,9.9,12.7,22.0,311
CHEVROLET,,SUBCOMPACT,6.2,8.0,M6,Z,14.9,9.9,12.6,22.0,297
MINI,'Cooper 5 Door',SUBCOMPACT,1.5,3.0,AS6,Z,8.8,6.8,7.9,36.0,184
BUICK,REGAL,MID-SIZE,2.0,4.0,AS6,Z,11.4,7.9,9.8,29.0,231
KIA,'SORENTO 4WD','SUV - SMALL',3.3,6.0,A6,X,13.4,9.9,11.8,24.0,271
VOLVO,'V60 T5 AWD','STATION WAGON - SMALL',2.0,4.0,AS8,X,11.0,8.1,9.7,29.0,226
'LAND ROVER',LR4,'SUV - STANDARD',3.0,6.0,AS8,Z,16.2,12.1,14.3,20.0,336
JAGUAR,'F-TYPE S COUPE',TWO-SEATER,3.0,6.0,AS8,Z,12.4,8.8,10.8,26.0,253
,'RS 5',SUBCOMPACT,4.2,,AM7,Z,14.9,10.1,12.8,22.0,294
MINI,'John Cooper Works Convertible',MINICOMPACT,2.0,4.0,M6,Z,10.8,7.7,9.4,30.0,220
'ASTON MARTIN','V8 VANTAGE',TWO-SEATER,4.7,8.0,M6,Z,18.1,12.3,15.5,18.0,356
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.0,6.7,8.0,35.0,187
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',4.0,6.0,A5,X,14.8,11.6,13.4,21.0,308
GMC,'SIERRA FFV',,4.3,6.0,A6,X,13.5,10.0,11.9,24.0,280
NISSAN,QUEST,MINIVAN,3.5,6.0,,X,12.0,8.7,10.5,27.0,242
BMW,'530i xDRIVE',MID-SIZE,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213
MINI,'COOPER ROADSTER',TWO-SEATER,1.6,4.0,AS6,Z,8.6,6.5,7.7,37.0,177
FORD,'FOCUS FFV',COMPACT,2.0,4.0,A6,X,8.8,6.4,7.7,37.0,177
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.8,4.0,AS6,X,9.6,6.7,8.3,34.0,195
MERCEDES-BENZ,'S 63 AMG 4MATIC',FULL-SIZE,5.5,8.0,AS7,Z,15.6,10.3,13.2,21.0,304
JEEP,COMPASS,'SUV - SMALL',2.4,4.0,A6,X,11.1,8.3,9.8,29.0,225
JAGUAR,'F-TYPE CONVERTIBLE',TWO-SEATER,,6.0,M6,Z,14.9,9.8,12.6,22.0,296
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.0,6.7,8.0,35.0,187
FORD,'Transit Connect Van FFV','SPECIAL PURPOSE VEHICLE',2.0,4.0,AS8,X,9.8,8.8,9.3,30.0,219
PORSCHE,'911 CARRERA CABRIOLET',MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.3,9.7,29.0,227
GMC,'Sierra FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,15.7,11.9,14.0,20.0,329
MINI,'JOHN COOPER WORKS CONVERTIBLE',MINICOMPACT,1.6,4.0,A6,Z,9.3,7.0,8.3,34.0,191
PORSCHE,'911 CARRERA S CABRIOLET',MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.4,9.7,29.0,228
JEEP,'Grand Cherokee 4X4','SUV - STANDARD',5.7,8.0,A8,X,16.7,10.9,14.1,20.0,331
MITSUBISHI,'Mirage G4',COMPACT,1.2,3.0,M5,X,7.2,5.9,6.6,43.0,153
MINI,'John Cooper Works Convertible',MINICOMPACT,2.0,4.0,AS6,Z,,7.2,8.4,34.0,197
JEEP,'COMPASS 4X4','SUV - SMALL',2.4,4.0,A6,X,,8.7,10.2,28.0,235
BUICK,'REGAL eASSIST',MID-SIZE,2.4,4.0,AS6,X,9.6,6.5,8.2,34.0,193
'ASTON MARTIN','Vantage V8',,4.0,8.0,M7,Z,16.7,11.2,14.2,20.0,333
HONDA,Odyssey,MINIVAN,3.5,6.0,AS10,,,8.5,10.6,27.0,248
SCION,FR-S,MINICOMPACT,2.0,4.0,M6,Z,10.9,7.9,9.6,29.0,224
FORD,'ESCAPE AWD','SUV - SMALL',1.5,4.0,AS6,X,10.7,8.3,9.6,29.0,226
BMW,'440i COUPE',COMPACT,3.0,6.0,M6,Z,12.2,8.2,10.4,27.0,242
'LAND ROVER','RANGE ROVER EVOQUE','SUV - SMALL',2.0,4.0,AS9,Z,11.3,7.9,9.7,29.0,229
PORSCHE,'911 Carrera 4 Cabriolet',MINICOMPACT,3.0,6.0,M7,Z,,8.5,10.5,27.0,246
ACURA,'MDX SH-AWD ELITE','SUV - SMALL',3.5,6.0,AS9,Z,12.2,9.0,10.7,26.0,251
MINI,'COOPER 5 DOOR',SUBCOMPACT,1.5,3.0,AS6,Z,8.7,6.8,7.9,36.0,184
PORSCHE,'911 CARRERA S',MINICOMPACT,3.0,6.0,AM7,Z,10.8,8.3,9.7,29.0,226
PORSCHE,'PANAMERA 4S EXECUTIVE',FULL-SIZE,3.0,6.0,AM7,Z,13.7,8.9,11.5,25.0,264
TOYOTA,86,MINICOMPACT,,4.0,AS6,Z,9.9,7.3,8.7,32.0,204
MINI,'JOHN COOPER WORKS',SUBCOMPACT,2.0,4.0,AS6,Z,9.4,7.5,8.5,33.0,199
LEXUS,'ES 300h',MID-SIZE,2.5,4.0,AS6,X,5.5,5.2,5.3,53.0,124
CHEVROLET,Camaro,SUBCOMPACT,3.6,6.0,AS10,X,12.5,8.1,10.5,27.0,247
NISSAN,SENTRA,MID-SIZE,1.8,4.0,AV,X,8.1,6.3,7.3,39.0,171
CHEVROLET,'SUBURBAN 4WD','SUV - STANDARD',5.3,8.0,A6,X,15.4,10.8,13.3,21.0,312
TOYOTA,HIGHLANDER,'SUV - SMALL',3.5,6.0,AS6,X,12.5,9.3,11.1,25.0,255
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.7,7.2,8.6,33.0,200
PORSCHE,'Panamera 4 ST',FULL-SIZE,3.0,6.0,AM8,,12.2,8.9,10.7,26.0,250
JEEP,Cherokee,'SUV - SMALL',2.4,4.0,A9,X,10.8,7.6,9.3,30.0,219
TOYOTA,'TACOMA 4WD D-CAB OFF-ROAD','PICKUP TRUCK - SMALL',3.5,6.0,M6,X,13.8,11.7,12.9,22.0,300
MERCEDES-BENZ,'C 350 COUPE',SUBCOMPACT,3.5,6.0,AS7,Z,12.1,8.6,10.5,27.0,242
JEEP,'GRAND CHEROKEE 4X4','SUV - STANDARD',5.7,8.0,A8,X,16.6,10.7,,20.0,328
CHEVROLET,Tahoe,,,8.0,A6,X,15.7,10.5,13.4,,314
MAZDA,MAZDA5,MINIVAN,2.5,4.0,AS5,X,10.8,8.2,9.6,29.0,226
MERCEDES-BENZ,'E 400 4MATIC CABRIOLET',SUBCOMPACT,3.0,6.0,A9,Z,12.0,9.2,10.8,26.0,251
BMW,'435i xDRIVE COUPE',COMPACT,3.0,6.0,AS8,Z,12.0,7.9,10.2,28.0,238
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8.0,A8,,15.7,9.5,12.9,22.0,302
FIAT,'124 Spider',TWO-SEATER,1.4,4.0,A6,X,9.3,6.5,8.0,35.0,187
ACURA,'RLX HYBRID',MID-SIZE,3.5,6.0,AM7,Z,8.4,8.2,8.4,,196
BMW,'740Li xDRIVE SEDAN',FULL-SIZE,3.0,6.0,AS8,Z,12.1,8.1,10.3,27.0,237
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',4.0,6.0,A5,,14.8,11.6,13.4,21.0,308
CADILLAC,'CTS AWD',MID-SIZE,3.6,6.0,AS8,X,13.3,9.2,11.5,25.0,269
HONDA,'ACCORD COUPE',MID-SIZE,3.5,6.0,M6,X,12.9,8.4,10.9,26.0,254
BMW,'X6 xDRIVE35i','SUV - STANDARD',3.0,6.0,A8,Z,13.6,9.8,11.9,24.0,274
MAZDA,'MAZDA3 4-DOOR',COMPACT,2.5,4.0,AS6,X,8.4,6.1,7.4,38.0,173
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.3,6.0,AS6,E,17.6,13.7,15.8,18.0,263
MERCEDES-BENZ,'B 250','STATION WAGON - SMALL',2.0,4.0,AS7,Z,9.2,6.6,8.0,35.0,184
PORSCHE,MACAN,'SUV - SMALL',2.0,4.0,A7,Z,11.6,9.3,10.6,27.0,248
CHEVROLET,COLORADO,'PICKUP TRUCK - SMALL',3.6,6.0,,X,13.4,9.6,11.7,24.0,274
AUDI,'ALLROAD QUATTRO','STATION WAGON - SMALL',2.0,4.0,AS8,Z,11.8,8.8,10.5,27.0,242
BMW,'X6 xDRIVE50i','SUV - STANDARD',4.4,8.0,AS8,Z,15.4,11.2,13.5,21.0,317
,'MKS AWD',FULL-SIZE,3.7,6.0,AS6,X,13.1,9.0,11.3,25.0,260
VOLKSWAGEN,CC,COMPACT,2.0,4.0,M6,Z,11.4,7.4,9.6,29.0,221
MINI,'COOPER 5 DOOR',SUBCOMPACT,1.5,3.0,AS6,Z,8.5,6.3,7.5,38.0,172
NISSAN,,'PICKUP TRUCK - SMALL',4.0,6.0,A5,X,14.7,10.3,12.7,22.0,299
CHRYSLER,'200 SEDAN FFV',MID-SIZE,3.6,6.0,A6,X,12.5,8.1,10.5,27.0,242
BENTLEY,MULSANNE,MID-SIZE,6.8,8.0,AS8,Z,20.9,13.0,17.3,16.0,405
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6.0,M7,Z,12.9,9.0,11.1,25.0,255
BMW,'328i xDRIVE GRAN TURISMO',FULL-SIZE,2.0,4.0,A8,Z,10.6,7.2,9.1,31.0,209
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.6,7.1,8.5,33.0,196
MERCEDES-BENZ,'E 300 4MATIC',MID-SIZE,3.5,6.0,AS7,Z,11.9,8.2,10.2,28.0,235
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2.0,4.0,AS8,Z,11.3,8.0,9.8,29.0,230
SUBARU,'Impreza 5-Door AWD','STATION WAGON - SMALL',2.0,4.0,M5,X,10.1,7.7,9.0,31.0,211
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2.0,4.0,AS7,Z,9.8,7.4,8.7,32.0,200
BENTLEY,'CONTINENTAL GT',,6.0,12.0,AS8,Z,18.9,11.2,15.4,18.0,360
NISSAN,JUKE,'STATION WAGON - SMALL',1.6,4.0,,X,8.4,6.9,7.7,37.0,177
JAGUAR,'F-TYPE COUPE',TWO-SEATER,3.0,6.0,AS8,Z,11.8,8.4,10.3,27.0,237
TOYOTA,86,MINICOMPACT,2.0,4.0,AS6,Z,9.9,7.3,8.7,32.0,204
MERCEDES-BENZ,'E 550 4MATIC',MID-SIZE,4.7,8.0,AS7,Z,12.9,,11.4,25.0,270
DODGE,'CHARGER FFV',,3.6,6.0,A5,E,18.7,12.4,15.9,18.0,264
MERCEDES-BENZ,'Maybach S 650',FULL-SIZE,6.0,12.0,A7,Z,18.4,11.1,15.1,19.0,355
HONDA,HR-V,'SUV - SMALL',1.8,4.0,AV7,X,8.3,6.7,7.6,37.0,177
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6.0,M7,Z,12.9,9.0,11.1,25.0,255
BMW,'428i xDRIVE GRAN COUPE',COMPACT,2.0,4.0,AS8,Z,10.6,7.2,9.1,31.0,209
AUDI,S5,SUBCOMPACT,3.0,6.0,AS8,Z,11.8,8.9,10.5,27.0,245
JEEP,'Cherokee 4X4 Active Drive I','SUV - SMALL',2.4,4.0,A9,X,11.2,8.0,9.8,29.0,230
RAM,'ProMaster City','SPECIAL PURPOSE VEHICLE',2.4,4.0,A9,X,11.2,8.3,9.9,29.0,232
GMC,'SIERRA 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,15.0,10.7,13.1,22.0,306
HONDA,'PILOT AWD','SUV - SMALL',3.5,6.0,A6,X,13.0,9.3,11.3,25.0,266
BMW,'M235i CABRIOLET',SUBCOMPACT,3.0,6.0,AS8,Z,11.6,7.7,9.9,29.0,232
KIA,SOUL,'STATION WAGON - SMALL',1.6,4.0,AS6,X,9.4,7.8,8.7,32.0,205
BMW,'X3 xDRIVE28i','SUV - SMALL',2.0,4.0,AS8,Z,11.1,8.4,9.9,29.0,231
HONDA,'Civic Hatchback Sport',FULL-SIZE,1.5,4.0,AV7,Z,,6.6,7.3,39.0,170
GMC,Canyon,'PICKUP TRUCK - SMALL',,4.0,A6,,11.8,7.9,10.1,28.0,270
VOLKSWAGEN,'GOLF SPORTWAGEN','STATION WAGON - SMALL',1.8,4.0,AS6,X,9.6,7.2,8.5,33.0,199
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8.0,A4,E,26.7,20.5,23.9,12.0,382
LEXUS,'LS 600h L',MID-SIZE,5.0,8.0,AV8,Z,12.7,10.1,11.5,25.0,268
'LAND ROVER',LR4,'SUV - STANDARD',3.0,6.0,AS8,Z,16.2,12.1,14.3,20.0,336
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8.0,A4,E,26.7,20.5,23.9,12.0,382
BMW,'X7 xDrive40i','SUV - STANDARD',3.0,6.0,AS8,Z,12.0,9.4,10.8,26.0,254
MERCEDES-BENZ,'E 400 COUPE',SUBCOMPACT,3.0,6.0,AS7,Z,11.8,8.4,10.2,28.0,239
TOYOTA,'RAV4 Hybrid AWD','SUV - SMALL',2.5,4.0,AV6,X,5.8,6.3,6.0,47.0,140
SCION,FR-S,MINICOMPACT,2.0,4.0,M6,Z,10.9,7.9,9.6,29.0,224
HONDA,'HR-V AWD','STATION WAGON - SMALL',1.8,4.0,AV,X,8.9,7.5,8.2,34.0,194
'LAND ROVER','RANGE ROVER EVOQUE CONVERTIBLE','SUV - SMALL',2.0,4.0,AS9,Z,11.2,8.2,9.8,29.0,231
FORD,'F-150 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,308
'ASTON MARTIN','VANTAGE GT',TWO-SEATER,4.7,,AM7,Z,17.4,11.3,14.7,19.0,338
GMC,'Sierra FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,15.7,11.9,14.0,20.0,329
MAZDA,'Mazda3 5-Door (SIL)',MID-SIZE,2.0,4.0,M6,X,8.7,6.6,7.8,36.0,181
JEEP,COMPASS,'SUV - SMALL',2.4,4.0,A6,X,11.2,8.6,10.0,28.0,235
'ALFA ROMEO','Giulia Quadrifoglio',MID-SIZE,2.9,6.0,A8,Z,13.5,9.3,11.6,24.0,271
MERCEDES-BENZ,'B 250 4MATIC',MID-SIZE,2.0,4.0,AS7,Z,10.0,7.5,8.9,32.0,206
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,1.8,4.0,AS6,X,9.8,7.3,8.7,32.0,200
GMC,'YUKON XL 4WD','SUV - STANDARD',5.3,8.0,A6,X,15.3,10.9,13.3,21.0,313
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8.0,A8,Z,15.6,9.6,12.9,22.0,302
CHEVROLET,TAHOE,'SUV - STANDARD',5.3,8.0,A6,E,20.2,13.6,17.2,16.0,275
PORSCHE,'911 CARRERA 4 GTS CABRIOLET',MINICOMPACT,3.8,6.0,AM7,Z,13.1,9.4,11.4,25.0,262
CADILLAC,,MID-SIZE,3.6,6.0,,X,13.3,9.2,11.5,25.0,269
MERCEDES-BENZ,'E 350 4MATIC COUPE',SUBCOMPACT,3.5,6.0,AS7,Z,11.9,8.5,10.4,27.0,239
TOYOTA,HIGHLANDER,'SUV - SMALL',3.5,6.0,AS6,X,12.5,9.3,11.1,25.0,260
INFINITI,'Q50 HYBRID AWD',COMPACT,3.5,6.0,AS7,Z,9.1,7.7,8.5,33.0,200
CADILLAC,,COMPACT,2.5,4.0,AS8,X,10.6,7.3,9.1,31.0,214
TOYOTA,86,MINICOMPACT,2.0,4.0,AS6,Z,9.9,7.3,8.7,32.0,204
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,14.6,10.4,12.7,22.0,298
CADILLAC,CTS,MID-SIZE,3.6,6.0,AS8,X,11.6,8.0,10.0,28.0,234
,'E 400 COUPE',SUBCOMPACT,3.0,6.0,AS7,Z,11.8,8.4,10.2,28.0,239
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.0,6.7,8.0,35.0,187
MASERATI,'Ghibli S',MID-SIZE,3.0,6.0,AS8,Z,14.7,9.9,12.6,22.0,295
VOLKSWAGEN,CC,COMPACT,2.0,4.0,A6,,11.1,7.9,9.7,29.0,223
PORSCHE,'911 CARRERA 4 GTS CABRIOLET',MINICOMPACT,3.0,6.0,M7,Z,12.9,9.1,11.1,25.0,260
